"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B"
98,12/31/2020 0:00:00,54,0,0,0,0,11251714,138324,0,13325471,0,11251714,138324,0,2,2,0,4,0,0,0,0,82020,2,0,0,0,0,1,0,0,180533,0,127333,0,0,0,0,0,0,0,0,0,0,0,3952,0,0,0,0,0,0,0,0,184310,590,8285,64260,1358,1593,7506,0,0,0,0,7845,3780,463931,0,0,888501,0,0,0,0,0,915908,0,0,0,0,49,197,0,1386,0,0,1632,0,0,0,0,0,15,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,307866,308130,10709,9328,0,39312,15800,0,0,0,0,0,0,0,0,0,200,2947675,0,6129664,0,0,0,1,0,0,0,0,1930512,1448,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,15,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,0,0,0,0,19547,3224,7712,0,10936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,12/31/2020 0:00:00,57,0,0,0,0,53234767,3140334,1846744,68920885,0,53234767,3140334,1846744,26,17,9,52,0,0,0,0,92020,3,0,0,0,2,4,0,0,1343493,0,730562,0,0,0,0,0,0,0,0,0,0,0,136948,0,0,0,0,0,0,0,0,681969,-14568,149647,822790,51986,163272,50155,0,0,0,0,16926,27922,12214626,0,0,648410,0,0,0,0,2226705,944119,0,0,0,0,398,3665,557,8878,0,492,13990,0,0,0,0,30,108,0,0,0,117,0,0,0,10,0,0,0,0,0,0,0,2074055,1720681,433716,328771,0,204298,0,239307,0,0,0,0,0,0,0,0,725146,6510482,0,37226307,0,0,0,3,4411,0,0,0,10540297,1529,650,0,0,24727,0,0,0,0,0,0,0,1,0,0,0,0,19,15,0,0,0,0,0,0,2,1,0,0,0,0,0,0,255,4425909,0,0,255,0,4425909,0,0,0,0,6900000,0,0,846635,1737,18908,19658,11155,14316,45129,0,0,0,0,0,0,0,0,0,37681,43574,21798,0,65372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,12/31/2020 0:00:00,58,0,0,0,0,25769044,6186673,0,40841107,0,25769044,6186673,0,6,3,1,10,0,0,0,0,112020,2,0,0,0,2,0,0,0,854261,0,425161,0,0,0,0,0,0,0,0,0,0,0,56720,0,0,0,0,0,0,0,0,612263,6985,71857,309403,7422,55296,8444,0,0,0,0,10316,45995,4742602,0,0,4673394,0,0,0,0,216042,639132,0,0,0,0,227,1810,169,4158,226,205,6795,0,0,0,0,10,30,0,0,0,60,0,0,0,7,0,0,0,0,0,0,0,1279422,1087914,89762,161508,0,49695,251621,26922,268335,0,0,0,0,0,0,0,678534,866693,0,22628543,0,0,0,3,1577,0,0,0,8304980,2033,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800000,0,0,0,0,12408,138,444,0,582,0,0,0,0,0,0,0,16914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
110,12/31/2020 0:00:00,59,0,0,0,0,22830146,456192,627565,27907367,0,23079146,456192,627565,0,0,0,0,0,0,0,0,92020,2,0,0,0,0,0,0,0,723526,0,74628,0,0,0,0,0,0,0,0,0,0,0,5901,0,0,0,0,0,0,0,0,173020,355,63478,56658,3855,699,3400,0,0,0,0,6143,3581,0,0,0,0,0,0,0,0,0,0,0,0,0,82416,141,6,26,581,0,0,755,0,0,0,0,0,100,0,0,0,230,0,0,0,3,1,0,0,0,0,190,0,798154,462094,125733,336060,0,276638,0,0,216588,0,0,0,0,0,0,0,19446,3922081,0,2729012,0,0,0,3,20,0,0,0,3408818,1221,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,12/31/2020 0:00:00,60,0,0,0,0,6968275,0,0,7661182,0,6968275,0,0,11,2,0,13,0,0,0,0,122019,3,0,0,0,2,1,0,0,243398,0,34946,0,0,0,0,0,0,0,0,0,0,0,11048,0,0,0,0,0,0,0,0,262270,1085,0,40682,6662,3207,70504,0,0,0,0,1781,1,865016,0,0,422829,0,0,0,0,0,720961,0,0,0,0,0,0,0,2479,0,0,2479,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,278344,261055,18088,289,0,-107049,0,3361,0,0,0,0,0,0,0,0,0,3039657,0,857361,0,0,0,3,1062,0,0,0,643101,839,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000,0,0,0,0,4154,16787,45460,0,62247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,12/31/2020 0:00:00,62,0,0,0,0,87277153,21177872,0,130940310,0,87277153,21177872,0,32,8,0,40,0,0,0,0,122019,2,0,0,0,1,1,0,0,729476,0,2008411,0,0,0,0,0,0,0,0,0,0,0,108958,0,0,0,0,0,0,0,0,774714,3979,25562,440673,7232,6113,46763,0,17346,0,0,33641,22148,427944,0,0,526626,0,0,0,0,464743,3616499,0,0,0,0,1134,1618,533,3888,1436,0,8609,0,0,0,0,0,201,0,0,0,194,0,0,0,8,2,0,0,0,0,0,0,2737887,1266981,127911,1453769,0,16721,0,45574,0,0,0,0,0,0,0,0,419500,6697604,0,109189535,0,0,0,3,2237,0,0,0,20831967,1590,786,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8456688,2915888,0,0,0,27121,59161,27791,0,86952,0,0,0,0,0,114212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,12/31/2020 0:00:00,63,0,0,0,0,104604518,2921917,0,116766152,0,104604518,2921917,0,21,0,0,21,0,0,0,0,62019,2,0,0,0,0,0,0,0,2201039,0,1019864,0,0,0,0,0,0,0,0,0,0,0,702315,0,0,0,0,0,0,0,0,1736623,5866,126183,849544,26659,408873,80762,0,0,0,0,27448,47954,11309876,0,0,1767833,0,0,0,0,1462744,5298439,0,0,0,-38572,355,4067,192,12236,0,339,17189,0,0,0,0,25,55,0,0,5,15,0,0,0,20,2,0,0,0,0,0,0,3220903,2772157,727396,235583,0,189641,0,104639,0,0,0,0,0,0,0,0,378401,25059057,0,48325639,0,0,0,3,3797,0,-826729,0,9139940,782,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,236,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5240000,0,0,1863632,1654,79895,14910,0,0,14910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32101,9227,0,0,9227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,12/31/2020 0:00:00,69,0,0,0,0,922698,0,0,1125941,0,922698,0,0,2,6,4,12,0,0,0,0,122019,2,0,0,0,0,0,0,0,30162,0,14560,0,0,0,0,0,0,0,0,0,0,0,1225,0,0,0,0,0,0,0,0,25405,0,0,10965,169,4370,1234,0,0,0,0,333,1013,23930,0,0,11818,0,0,0,0,0,256680,0,0,0,0,0,0,0,175,18,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,44722,37054,1225,306,0,-5210,0,3333,0,0,0,0,0,0,0,0,3117,166971,0,646865,0,0,0,0,0,0,0,0,201373,1788,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000,0,0,0,0,0,12372,18541,24983,55896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,12/31/2020 0:00:00,70,0,0,0,0,68169995,5722294,493750,81554513,0,68169995,5722294,493750,22,2,5,29,0,0,0,0,62020,2,0,0,0,2,5,0,0,2296108,0,529840,0,0,0,0,0,0,0,0,0,0,0,337874,0,0,0,0,0,0,0,0,1281430,8063,74715,316863,122661,292777,561217,0,0,0,0,20284,33455,7670347,0,0,5408130,0,0,0,0,1194386,461465,0,0,0,-45067,472,2977,240,6903,167,114,10873,0,0,0,0,10,39,0,0,0,39,0,0,0,18,2,0,0,0,0,0,0,2825948,2128681,716953,459706,0,134169,0,313544,11618,0,0,0,0,0,0,0,652173,5332665,0,28917259,0,0,0,3,3325,0,0,0,6963749,853,0,0,0,25000,0,0,0,0,0,0,0,1,0,0,0,0,27,113,0,0,3,0,0,0,7,39,0,0,0,0,0,0,364,7240559,0,0,364,0,7240559,0,0,0,0,17019162,0,0,674518,1605,170290,99809,49420,19271,168500,0,0,0,0,0,0,0,0,0,165772,91157,49420,16012,156589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,12/31/2020 0:00:00,72,0,0,0,0,37222052,179801,50785,40624795,0,37222052,179801,50785,14,4,0,18,0,0,0,0,62020,3,0,0,0,11,11,0,0,961164,0,151090,0,0,0,0,0,0,0,0,0,0,0,106653,0,0,0,0,0,0,0,0,572362,1265,75745,355034,2171,129575,189166,0,0,0,0,9347,8400,13027785,0,0,5052557,0,0,0,0,743634,341406,0,0,0,0,56,3496,63,10210,38,0,13863,0,0,0,0,0,15,0,18016,5,30,0,0,0,10,0,0,0,0,0,0,0,1112254,1044699,475933,22365,0,177567,0,72987,85,0,120000,120000,0,0,0,0,1080852,8496120,0,6262630,0,0,0,3,3495,0,0,0,2839974,699,0,0,0,10375,0,0,0,0,0,0,0,1,0,0,0,0,28,7,0,0,0,51,0,0,18,0,0,0,0,2,0,0,993,13375484,0,146,847,196889,13178595,0,0,0,0,3650000,0,0,714000,1775,5427,455,0,0,455,0,0,0,0,0,4433,19284,0,0,189803,115036,26172,0,141208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
146,12/31/2020 0:00:00,74,0,0,0,0,5194818,0,0,5651826,0,5194818,0,0,0,1,0,1,0,0,0,0,72020,2,0,0,0,0,0,0,0,112300,4459,16051,0,0,0,0,0,0,0,0,0,0,0,5870,0,0,0,0,0,0,0,0,25512,244,0,8421,0,1534,8706,0,1414,0,0,0,0,1720885,0,0,1332386,0,0,0,0,0,78818,0,0,0,0,0,0,0,392,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,123892,39264,5870,79377,0,-697,0,0,0,0,0,0,0,0,0,0,0,578754,0,992000,0,0,0,1,0,0,0,0,455738,806,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523325,523325,0,72016,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,12/31/2020 0:00:00,75,0,0,0,0,1423234,0,0,1558784,0,1423234,0,0,0,0,0,0,0,0,0,0,112020,2,0,0,0,0,0,0,0,30663,2453,3544,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6459,0,0,3464,144,883,0,0,0,0,0,366,667,462231,0,0,114728,0,0,0,0,0,14092,0,0,0,0,0,0,0,128,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,31754,14594,3,17160,0,2614,25,0,0,0,0,0,0,0,0,0,0,255698,181994,306000,0,0,0,0,0,0,0,0,134632,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,12/31/2020 0:00:00,77,0,0,0,0,348829202,12260790,7983546,410650407,0,348829202,12260790,7983546,77,10,1,88,0,0,0,0,62020,2,0,0,0,8,13,0,0,10556343,0,2642225,0,0,0,0,0,0,0,0,0,0,0,1548585,0,0,0,0,0,0,0,0,7859215,58717,392316,2358332,501583,797414,799685,0,31710,0,0,97301,277556,24822437,0,0,22950480,0,0,0,0,20123118,19418450,0,0,0,-15250,1468,16128,759,30814,0,2186,51355,0,0,0,0,30,224,0,0,0,40,0,0,0,75,1,0,0,0,0,0,0,13198568,8498897,3161411,1667427,0,-1513521,0,0,0,0,0,0,0,0,0,0,3945347,66144443,0,89100083,0,0,0,3,15733,0,0,0,34167062,832,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,118,8,5,19,0,1,0,0,30,1,2,1,0,0,0,0,42,671038,0,42,0,671038,0,0,0,0,0,96871250,0,0,5819743,1700,92270,1962887,1662947,0,3625834,0,0,0,0,0,0,0,313067,0,0,0,0,0,0,0,1817423,1659863,0,3477286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,1,0,5,0,0,0,0,0
151,12/31/2020 0:00:00,78,0,0,0,0,634638523,36683052,50165509,861699276,0,634638523,36683052,50165509,166,16,4,186,0,0,0,0,122019,2,0,0,0,20,22,0,0,32117357,0,2380847,0,0,0,0,0,0,0,0,0,0,0,2349712,0,0,0,0,0,0,0,0,16315238,105584,1170378,5670879,598622,1515269,905429,0,0,0,0,250080,144244,64141776,0,0,34255895,0,0,0,0,40463057,68394057,0,0,-4731,-105047,4738,32797,2955,59575,0,3172,103237,0,0,0,0,15,40,0,60875,5,40,0,0,0,156,0,0,0,0,0,0,0,34498204,24631303,8018191,5129385,0,5973771,0,16925,764355,0,0,0,0,0,0,837554124,3423225,88923671,0,115871626,0,0,0,3,30022,0,0,0,96758850,1155,630,86617731,0,90607,0,0,0,0,0,0,0,1,0,0,0,0,1350,659,29,97,0,1,0,0,532,151,7,7,0,0,0,0,1078,65615971,0,0,1078,0,65615971,0,0,30000000,30000000,208001500,0,0,2973291,1684,822884,642172,85204,0,727376,0,0,0,0,0,2481906,0,71195,506786,3861040,1389114,139685,0,1528799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,29,3,1,33,1,0,0,0,0,5,2,1,0,3,0,0,0,0,0
153,12/31/2020 0:00:00,80,0,0,0,0,368774,0,0,488989,0,368774,0,0,0,0,0,0,0,0,0,0,72020,2,0,0,0,0,0,0,0,8418,0,5751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15933,345,0,7389,0,0,36,0,0,0,0,0,0,24023,0,0,0,0,0,0,0,0,66110,0,0,0,0,0,0,0,89,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14169,13406,0,763,0,-10297,0,557,0,0,0,0,0,0,0,0,20,101147,0,300557,0,0,0,0,0,0,0,0,120215,2458,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,12/31/2020 0:00:00,83,0,5625591,10000000,34500000,1264752047,30624028,6209515,1728345520,0,1383758106,49682313,6209515,810,166,13,989,0,0,0,0,122019,2,0,0,0,113,20,0,0,53760416,0,5950708,0,0,0,0,0,0,0,0,0,0,0,15470737,0,0,0,0,0,0,0,0,34051432,456701,3332484,7734126,1874443,7328434,8642549,0,0,0,0,329186,1688104,258309505,0,0,43567053,0,0,0,0,26320528,39446764,0,0,-19057,0,4325,72141,2261,85933,9956,3670,210856,0,0,0,0,20,50,0,0,52,25,0,0,0,440,20,0,0,0,0,25,0,56568130,42063730,47979941,6650246,0,24606212,0,900000,37759,0,0,0,0,0,0,1572585712,10928010,48204264,46456,249516761,0,0,0,3,72548,0,0,0,198871495,1264,0,796963683,0,509037,42530784,0,0,0,0,0,0,1,0,0,0,0,817,1940,491,147,0,160,0,0,1097,1002,120,9,0,24,0,0,7676,95132513,0,7676,0,95132513,0,0,0,0,0,209952505,0,0,8910966,1746,1002976,1051766,114754,115185,1281705,0,0,0,0,0,353995,959171,667606,505322,2069773,2521743,705712,18222,3245677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,1,2,9,20,10,0,0,10,9,10,3,0,13,0,0,0,0,0
162,12/31/2020 0:00:00,85,0,0,0,0,149560655,16229931,6176135,187716382,0,149560655,16229931,6176135,40,2,0,42,0,0,0,0,122019,2,0,0,0,0,1,0,0,3780169,0,1264973,0,0,0,0,0,0,0,0,0,0,0,530093,0,0,0,0,0,0,0,0,2706771,1156,545986,1671704,29878,459961,282964,0,0,0,0,45448,61362,6746558,0,0,12309144,0,0,0,0,5583412,7334009,0,0,15178,0,1016,8971,774,15677,0,767,27205,0,0,0,0,18,107,0,0,0,79,0,0,0,32,0,0,0,0,0,0,0,5045142,4353037,1475828,519426,0,23635,0,0,0,0,0,0,0,0,0,0,595447,32902429,1327549,65112440,0,0,0,3,10223,0,0,0,14050576,748,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,129,58,0,0,0,8,5,0,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28123844,0,0,2174947,1623,51516,66610,14150,0,80760,0,0,0,0,0,0,0,70609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
167,12/31/2020 0:00:00,87,0,0,0,0,355041272,30616712,5988182,451191917,0,355141272,30616712,5988182,67,10,2,79,0,0,0,0,122019,2,0,0,0,3,3,0,0,12538048,0,1678322,0,0,0,0,0,0,0,0,0,0,0,7581632,0,0,0,0,0,0,0,0,11140130,134663,644709,1569121,414165,851489,1574416,0,0,0,0,98902,117118,71129452,0,0,9524063,0,0,0,0,4401941,8290609,0,0,-21558,155126,4650,20483,1487,37031,0,1403,65055,0,0,0,0,35,187,16185,1519,10,148,0,0,0,152,8,0,0,0,0,140,0,14216370,10627488,10387110,2938882,0,4469885,571969,0,237767,0,200000,200000,0,0,0,0,11735545,53921980,0,78885162,0,0,0,3,25331,0,0,0,45056105,998,0,277185688,0,98946,7873277,0,0,0,0,0,0,1,0,0,0,0,86,461,129,862,0,0,1,292,536,283,24,318,0,0,1,350,3,10092,0,3,0,10092,0,1500000,1500000,0,3000000,59028857,0,0,299701,1715,41189,72848,1460,0,74308,0,0,0,0,0,419543,756587,29549,0,0,0,0,0,0,0,4414,0,0,4414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,5,2,8,1,1,10,1,1,0,1,2,0,0,0,0,0
168,12/31/2020 0:00:00,88,0,0,0,0,36008393,0,0,39067130,0,36008393,0,0,7,0,0,7,0,0,0,0,92020,2,0,0,0,0,1,0,0,698589,0,345123,0,0,0,0,0,0,0,0,0,0,0,166902,0,0,0,0,0,0,0,0,665472,15401,98435,378827,49751,58081,18025,0,0,0,0,9285,10749,5413722,0,0,1801484,0,0,0,0,0,443215,0,0,0,10000,9,1312,27,4339,405,49,6141,0,0,0,0,15,18,0,0,0,10,0,0,0,7,3,0,0,0,0,0,0,1043712,1017313,328636,30364,0,41923,49314,0,26,0,0,0,0,0,0,0,436137,2323946,0,18290814,0,0,0,2,0,0,0,0,2820172,721,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31,22,0,0,0,0,0,0,13,4,0,0,0,0,0,0,254,4488669,0,254,0,4488669,0,0,0,0,0,2475000,0,0,52751,1736.2,23571,5293,0,0,5293,0,0,0,0,0,0,0,0,0,69095,59195,0,0,59195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,12/31/2020 0:00:00,89,0,0,0,0,1438299,0,0,2187650,0,1438299,0,0,6,0,5,11,0,0,0,0,122019,2,0,0,0,0,2,0,0,114296,0,5377,0,0,0,0,0,0,0,0,0,0,0,4482,0,0,0,0,0,0,0,0,59447,830,0,4817,763,0,14730,0,3857,0,0,565,5884,0,0,0,0,0,0,0,0,0,706779,0,0,0,0,0,0,0,346,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,119673,91898,5214,27775,0,6219,830,0,14202,0,0,0,0,0,0,0,10,1186954,0,300830,0,0,0,0,0,0,0,0,735149,3360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,24329,19711,0,23504,43215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,12/31/2020 0:00:00,91,0,0,0,0,272768566,28701909,5671342,348959946,0,272769590,28701909,5671342,150,11,4,165,0,0,0,0,122019,3,0,0,0,6,13,0,0,12374066,0,361832,0,0,0,0,0,0,0,0,0,0,0,3627429,0,0,0,0,0,0,0,0,7804160,142665,701274,4954328,292786,549219,151496,0,0,0,0,77307,428596,61478871,0,0,46312706,0,0,0,0,11907444,27954577,0,0,-25649,0,1695,24606,447,39840,0,942,67531,0,0,0,0,25,188.8,13040,0,10,143,0,0,0,107,0,0,0,0,0,35,0,12735898,9171529,8343106,2114228,0,2412804,0,597305,0,0,0,0,0,0,0,0,6477402,63585038,0,28816901,0,0,0,3,16972,0,0,0,36136876,1035,0,0,0,1359000,686001,0,0,0,0,0,0,1,0,0,0,0,191,424,1,11,0,2,48,0,68,67,0,2,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,59926320,0,0,6219770,1652.8,470256,119553,574,0,120127,0,0,0,0,0,1343868,0,21166,0,0,0,0,0,0,0,674768,0,0,674768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,3,0,0,0,0,0,2,1,1,0,2,0,0,0,0,0
