"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B"
16655,12/31/2020 0:00:00,8731,0,0,0,0,18266863,40319,0,21467294,0,18266863,40319,0,5,4,0,9,0,0,0,0,92020,3,0,0,0,0,0,0,0,553321,0,105555,0,0,0,0,0,0,0,0,0,0,0,72512,0,0,0,0,0,0,0,0,283164,0,43709,117862,5788,11184,181096,0,0,0,0,4763,10580,4050721,0,0,2207769,0,0,0,0,617258,1098355,0,0,-841,0,92,854,48,1631,0,0,2625,0,0,0,0,0,20,0,0,3,25,0,0,0,4,0,0,0,0,0,0,0,658876,618776,98459,41100,0,59089,0,107120,8148,0,0,0,0,0,0,0,263590,4555433,0,7167120,0,0,0,3,482,0,0,0,3062398,1426,0,0,0,11411,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,900000,0,0,401568,1636,51847,0,3173,0,3173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16657,12/31/2020 0:00:00,8733,0,0,0,0,97916961,2097931,1584137,110564862,0,97916961,2097931,1584137,121,6,0,127,0,0,0,0,92020,3,0,0,0,5,0,0,0,2924700,0,441630,0,0,0,0,0,0,0,0,0,0,0,900199,0,0,0,0,0,0,0,0,2046874,4452,288173,982480,163110,400706,61884,0,0,0,0,23166,52265,11469953,0,0,2240063,0,0,0,0,3178165,6396386,0,0,0,16827,422,6583,273,13557,0,339,21174,0,0,0,0,10,79,0,0,88,40,0,0,0,35,4,0,0,0,0,0,0,3366330,3067397,1390750,133670,0,435037,0,354902,0,0,0,0,0,0,0,101606597,1188493,25718626,0,20292819,0,0,0,3,4394,0,0,0,7845268,772,0,21938643,0,0,794001,0,0,0,0,0,0,1,0,0,0,0,42,101,0,184,0,0,144,0,9,17,0,61,0,0,28,0,581,2781523,0,0,581,0,2781523,0,0,0,0,2000000,0,0,1006419,1664,52926,65093,172,0,65265,0,0,0,0,0,0,0,104714,0,6107,22677,0,0,22677,217318,36060,172,0,36232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,2,0,0,0,0,0
16672,12/31/2020 0:00:00,8741,0,0,0,0,13949408,0,0,15062756,0,13949408,0,0,8,0,0,8,0,0,0,0,122020,2,0,0,0,1,1,0,0,461406,0,31127,0,0,0,0,0,0,0,0,0,0,0,110021,0,0,0,0,0,0,0,0,240131,190,42406,182592,11578,13504,9744,0,0,0,0,3394,4216,2155896,0,0,1594745,0,0,0,0,0,545773,0,0,0,8000,18,1183,0,2464,0,0,3665,0,0,0,0,0,8,0,11087,0,0,0,0,0,3,4,0,0,0,0,0,0,492533,486473,221741,4560,0,200459,0,16549,0,0,0,0,0,0,0,0,271570,1660169,0,3144777,0,0,0,3,1272,0,0,0,1101517,731,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,61,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830000,0,0,11550,1550,10902,5535,0,0,5535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16682,12/31/2020 0:00:00,8746,0,0,0,0,4331924,0,0,5552229,0,4331924,0,0,15,2,3,20,0,0,0,0,62020,2,0,0,0,0,0,0,0,157456,0,17036,0,0,0,0,0,0,0,0,0,0,0,42685,0,0,0,0,0,0,0,0,130148,0,0,51636,0,2513,16802,0,0,0,0,971,1058,1072409,0,0,1556217,0,0,0,0,0,203935,0,0,0,0,3,79,0,1407,276,0,1765,0,0,0,0,0,90,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,174492,159912,44759,8880,0,1543,0,50105,0,0,0,0,0,0,0,0,53181,1192548,0,1042105,0,0,0,0,0,0,0,0,1206345,2172,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425000,0,0,0,0,9574,163450,0,1905,165355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16699,12/31/2020 0:00:00,8754,0,0,0,0,8872349,0,0,10027149,0,8872349,0,0,7,0,0,7,0,0,0,0,92020,2,0,0,0,2,0,0,0,122231,0,105902,0,0,0,0,0,0,0,0,0,0,0,1065,0,0,0,0,0,0,0,0,113848,0,0,14627,465,0,15006,0,0,0,0,2610,18071,895647,0,0,1112806,0,0,0,0,0,475385,0,0,0,0,0,0,21,1489,0,0,1510,0,0,0,0,0,0,0,0,0,100,0,0,0,1,2,0,0,0,0,0,0,228133,179353,3207,45052,0,17933,78070,0,13681,0,0,0,0,0,0,0,5,2945524,0,4468859,0,0,0,0,0,0,0,0,1134737,1131,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7038,0,0,7038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16702,12/31/2020 0:00:00,8756,0,0,0,0,21407187,0,0,23540677,0,21407187,0,0,3,0,0,3,0,0,0,0,122019,5,0,0,0,1,0,0,0,442260,0,147250,0,0,0,0,0,0,0,0,0,0,0,177474,0,0,0,0,0,0,0,0,233355,4500,26042,72261,28176,24920,216619,0,248,0,0,6603,15656,2657763,0,0,663920,0,0,0,0,112343,257414,0,0,0,0,70,1226,50,2400,149,0,3895,0,0,0,0,0,20,0,0,25,75,0,0,0,5,1,0,0,0,0,0,0,589510,517572,192086,68763,0,81278,0,94594,17440,0,0,0,0,0,0,0,542919,7310778,0,6953594,0,0,0,3,1048,0,0,0,2051411,871,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,30,0,0,0,2,26,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,0,0,12549,1638,1953,196,0,0,196,0,0,0,0,0,0,46282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
16706,12/31/2020 0:00:00,8758,0,0,0,0,104755954,3689321,272366,129515336,0,104755954,3689321,272366,10,0,0,10,0,0,0,0,122020,3,0,0,0,9,5,0,0,5050749,0,308398,0,0,0,0,0,0,0,0,0,0,0,992020,0,0,0,0,0,0,0,0,3243626,30957,390453,715874,81022,470338,916784,0,0,0,0,32177,57611,48186410,0,0,21606112,0,0,0,0,3734711,2010735,0,0,-5655,0,537,6060,324,15867,0,1339,24127,0,0,0,0,12,60,0,0,0,50,0,0,0,42,2,0,0,0,0,0,0,5359147,4187073,1580830,478034,0,-170939,0,433249,4286,0,0,0,0,0,0,0,3356680,29936848,0,9311075,0,0,0,3,2547,0,-891439,0,18722367,1445,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3605,58701701,0,3605,0,58701701,0,0,0,0,0,36216750,0,0,1543269,1717.5,4607,0,0,0,0,0,0,0,0,0,0,0,0,0,220257,25583,0,0,25583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16728,12/31/2020 0:00:00,8770,0,0,0,0,257946,0,0,295234,0,257946,0,0,0,0,0,0,0,0,0,0,122019,2,0,0,0,0,0,0,0,2126,0,3323,0,0,0,0,0,0,0,0,0,0,0,707,0,0,0,0,0,0,0,0,0,0,0,1508,0,18,1492,0,0,0,0,0,1412,0,0,0,0,0,0,0,0,0,13730,0,0,0,0,0,0,0,217,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5449,5449,707,0,0,1726,1874,0,951,0,0,0,0,0,0,0,0,113165,0,166381,0,0,0,0,0,0,0,0,36242,1227,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16732,12/31/2020 0:00:00,8771,0,0,0,0,16746700,89848,38612,18871324,0,16746700,89848,38612,6,0,0,6,0,0,0,0,112020,3,0,0,0,0,0,0,0,358517,0,130467,0,0,0,0,0,0,0,0,0,0,0,160849,0,0,0,0,0,0,0,0,177406,0,38544,67616,2444,33028,148096,0,0,0,0,4434,834,4815179,0,0,790357,0,0,0,0,229802,377216,0,0,0,0,46,1259,73,2267,541,0,4186,0,0,0,0,0,10,0,0,0,10,0,0,0,3,2,0,0,0,0,0,0,488984,462736,160849,11148,0,151183,0,24788,0,0,0,0,0,0,0,0,306515,1789327,0,8907063,0,0,0,3,893,0,0,0,1962335,1039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2711824,0,0,65359,1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16746,12/31/2020 0:00:00,8777,0,0,0,0,21328739,0,0,24157381,0,21328739,0,0,0,0,0,0,0,0,0,0,32020,2,0,0,0,0,0,0,0,295318,0,200741,0,0,0,0,0,0,0,0,0,0,0,46022,0,0,0,0,0,0,0,0,131681,0,1408,46616,207,-1042,166848,0,0,0,0,5552,5370,564112,0,0,395444,0,0,0,0,0,305543,0,0,0,0,0,1302,0,2405,0,0,3707,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,496059,436502,135008,59557,0,214870,0,74566,0,0,0,0,0,0,0,0,330602,7029117,0,8710566,0,0,0,3,1316,0,0,0,2798445,1158,0,0,0,77023,0,0,0,0,0,0,0,1,0,0,0,0,17,48,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16754,12/31/2020 0:00:00,8783,0,0,0,0,9604709,3738454,3570868,20619747,0,9604709,3738454,3570868,16,0,0,16,0,0,0,0,62020,2,0,0,0,0,0,0,0,613471,0,192844,0,0,0,0,0,0,0,0,0,0,0,690313,0,0,0,0,0,0,0,0,717672,156,66021,320938,747,15123,245115,0,0,0,0,0,6944,820250,0,0,3131272,0,0,0,0,0,1241412,0,0,0,0,1599,0,377,18074,2974,0,23024,0,0,0,0,0,117,0,0,0,203,0,0,0,10,0,0,0,0,0,0,0,806315,617094,797088,189221,0,41466,0,19973,0,0,0,0,0,0,0,0,1513979,4904548,0,6916973,0,0,0,3,3782,0,0,0,3596296,1744,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,319430,2500,14337,10927,0,0,10927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16755,12/31/2020 0:00:00,8784,0,0,0,0,6261174,763510,0,8538146,0,6261174,763510,0,3,0,0,3,0,0,0,0,42020,3,0,0,0,0,2,0,0,277009,0,75652,0,0,0,0,0,0,0,0,0,0,0,70023,0,0,0,0,0,0,0,0,193204,1616,30608,131517,5810,11252,8116,0,0,0,0,2162,8860,2026647,0,0,1154773,0,0,0,0,0,282117,0,0,0,38025,46,411,7,1054,0,21,1539,0,0,0,0,20,25,0,0,0,100,0,0,0,3,0,0,0,0,0,0,0,352661,322352,108048,22302,0,37255,2971,0,0,0,0,0,0,0,0,0,189396,332607,0,3986971,0,0,0,3,455,0,0,0,1507148,1765,0,0,0,19259,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,1200000,0,96182,1743,3675,3421,0,0,3421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16756,12/31/2020 0:00:00,8785,0,0,0,0,33958488,550463,84664,38191701,0,33958488,550463,84664,2,0,1,3,0,0,0,0,122019,3,0,0,0,0,1,0,0,445231,0,488544,0,0,0,0,0,0,0,0,0,0,0,160548,0,0,0,0,0,0,0,0,517850,2045,119233,152398,39860,9192,83946,0,0,0,0,9317,16135,1236818,0,0,836035,0,0,0,0,499048,434725,0,0,0,0,159,1755,130,3238,0,23,5305,0,0,0,0,100,100,0,0,0,100,0,0,0,5,5,0,0,0,0,0,0,933775,878581,208102,25194,0,136707,0,266282,126,0,0,0,0,0,0,0,532213,1826282,0,26390282,0,0,0,3,797,0,-589602,0,4127155,1080,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,17,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,1000000,0,63343,1800,0,0,0,0,0,0,0,0,0,0,0,0,30795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0
16769,12/31/2020 0:00:00,8793,0,0,0,0,4836316,0,0,5787698,0,4836316,0,0,1,1,1,3,0,0,0,0,122019,2,0,0,0,0,0,0,0,37139,0,84619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18782,0,0,8465,0,0,4826,0,0,0,0,3490,0,0,0,0,0,0,0,0,0,0,593054,0,0,0,0,0,0,0,562,0,0,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,121758,34145,3657,41597,0,2239,0,0,6042,0,0,0,0,0,0,0,0,560568,0,4612365,0,0,0,0,0,0,0,0,945008,1632,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15212,2355,3578,317,6250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16770,12/31/2020 0:00:00,8794,0,0,0,0,4006676,0,0,4379173,0,4006676,0,0,6,1,0,7,0,0,0,0,62020,2,0,0,0,0,1,0,0,85070,0,35844,0,0,0,0,0,0,0,0,0,0,0,13663,0,0,0,0,0,0,0,0,94346,0,0,39911,0,989,5440,0,0,0,0,1131,11529,488592,0,0,135372,0,0,0,0,0,190391,0,0,0,0,0,28,0,641,30,0,699,0,0,0,0,0,0,0,0,10,0,0,0,0,3,1,0,0,0,0,0,0,120914,34638,14038,19116,0,-104670,0,0,4,0,0,0,0,0,0,0,61386,2125266,0,1102317,0,0,0,2,0,0,0,0,334082,762,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,200000,0,11118,1800,10748,13211,420,0,13631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16773,12/31/2020 0:00:00,8796,0,0,0,0,37819272,186592,0,41240009,0,37819272,186592,0,8,2,2,12,0,0,0,0,62020,3,0,0,0,3,0,0,0,1313970,0,67843,0,0,0,0,0,0,0,0,0,0,0,430432,0,0,0,0,0,0,0,0,822818,32481,95625,583910,26165,38716,177913,0,0,0,0,8798,11376,7328061,0,0,2054709,0,0,0,0,464017,1551897,0,0,-78397,0,81,2810,59,5076,55,0,8081,0,0,0,0,0,25,0,0,1,50,0,0,0,12,1,0,0,0,0,0,0,1381813,1259213,644227,42694,0,105638,182410,0,0,0,0,0,0,0,0,0,746597,5533013,0,8086410,0,0,0,3,2436,0,0,0,3043563,738,0,0,0,89273,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,112,21,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,11344,0,0,11344,0,0,0,0,0,0,103658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
16785,12/31/2020 0:00:00,8802,0,0,0,0,82579761,12318888,51568,108464814,0,82579761,12318888,51568,24,6,10,40,0,0,0,0,62020,2,0,0,0,1,0,0,0,2909038,0,565481,0,0,0,0,0,0,0,0,0,0,0,565962,0,0,0,0,0,0,0,0,1735135,18931,301243,645084,16041,143715,212901,0,0,0,0,26135,22192,2933818,0,0,664877,0,0,0,0,2289541,1315618,0,0,-9817,6953,606,3780,162,9459,1255,119,15381,0,0,0,0,15,40,0,0,0,40,0,0,0,22,6,0,0,0,0,0,0,3474519,2878723,690934,319865,0,448280,111705,0,0,0,0,0,0,0,0,0,1379838,25297368,0,22475121,0,0,0,3,4201,0,0,0,12747676,1175,0,7968799,0,0,68395,0,0,0,0,0,0,1,0,0,0,0,25,23,0,157,0,0,9,0,2,2,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5250000,0,0,142315,1674,0,135455,0,1779,137234,0,0,0,0,0,681910,204231,390258,538979,0,0,0,0,0,11979,2481,0,0,2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
16790,12/31/2020 0:00:00,8805,0,0,0,0,333827,0,0,441418,0,333827,0,0,1,2,1,4,0,0,0,0,102019,2,0,0,0,0,0,0,0,13962,0,94,0,0,0,0,0,0,0,0,0,0,0,2362,0,0,0,0,0,0,0,0,0,0,0,9970,0,778,0,0,1729,0,0,0,0,0,0,0,0,0,0,0,0,0,168524,0,0,0,0,0,0,0,215,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14056,14056,2392,0,0,3971,0,0,0,0,0,0,0,0,0,0,0,232046,0,40000,0,0,0,0,0,0,0,0,107591,2437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335,2875,3724,7934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16805,12/31/2020 0:00:00,8813,0,0,0,0,15662533,859190,0,17968815,0,15662533,859190,0,0,0,2,2,0,0,0,0,52020,2,0,0,0,0,0,0,0,73764,0,238053,0,0,0,0,0,0,0,0,0,0,0,17590,0,0,0,0,0,0,0,0,173060,0,19054,47490,3502,49601,25246,0,0,0,0,4003,2473,1066733,0,0,198553,0,0,0,0,79849,51475,0,0,0,0,58,921,31,2309,0,0,3319,0,0,0,0,0,5,0,0,0,5,0,0,0,2,5,0,0,0,0,0,0,311817,298792,74583,13025,0,48946,0,21211,1266,0,0,0,0,0,0,0,77173,3079273,0,12864211,0,0,0,3,799,0,0,0,1426067,793,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070000,0,0,3561,1700,2363,0,0,320,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16813,12/31/2020 0:00:00,8818,0,0,0,0,22866297,3004240,1505834,36932436,0,24110415,4282948,3742834,33,4,0,37,0,0,0,0,122020,2,0,0,0,0,0,0,0,1480539,198,62721,0,0,0,0,0,0,0,0,0,0,0,585538,0,0,0,0,0,0,0,0,816579,17220,93010,641772,47552,67786,55522,0,0,0,0,8703,0,10434056,0,0,6922384,0,0,0,0,0,2013232,0,0,0,31629,136,2132,65,3739,727,0,6819,0,0,0,0,0,139,0,0,6,90,0,0,0,11,0,0,0,0,0,151,0,1543062,1092279,693007,289573,0,37142,0,19578,0,0,0,0,0,0,0,0,1307769,2660534,0,4248248,0,0,0,3,2429,0,0,0,4167285,1128,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,14,22,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3010000,0,0,1482593,1709,24389,20943,4068,0,25011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20077,20493,3688,0,24181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16834,12/31/2020 0:00:00,8830,0,0,0,0,2263971,0,0,2505732,0,2263971,0,0,6,2,0,8,0,0,0,0,62020,2,0,0,0,0,0,0,0,78702,0,11396,0,0,0,0,0,0,0,0,0,0,0,2541,0,0,0,0,0,0,0,0,78113,0,0,21033,222,3524,13483,0,15,0,0,612,840,298396,0,0,559629,0,0,0,0,0,245129,0,0,-1,0,2,0,2,374,100,4,482,0,0,0,0,40,50,0,0,0,10,0,0,0,1,1,0,0,0,0,0,0,90098,66419,3983,5303,0,-47440,0,23465,0,0,0,0,0,0,0,0,0,674528,0,723465,0,0,0,1,0,0,0,0,232996,929,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,150786,1664,3974,1391,9569,0,10960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
